tekst,change,company
sprzedaz akcja spolka przez osoba pelnic funkcja kierowniczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o zakupie/sprzedazy akcja,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o nabycie akcja wlasny,1,5
sprzedaz akcja przez osoba pelnic funkcja kierowniczy,0,5
informacja o zarejestrowac akcja seria e1 w kdpw,0,5
informacja o sprzedaz akcja spolka,0,5
uchwala podjac przez nwz,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
skonsolidowac raport roczny,0,5
raport roczny,0,5
rejestracja polaczenie z spolka tvn 24 sp. z o.o.,1,5
vabycie prawic do transmisja ligii mistrz w sezon 2009/2010  2010/2011  2011/2012,0,5
informacja o zarejestrowac akcja w kdpw,1,5
powolanie czlonek zarzad,1,5
wykaz raport biezacy i okresowy przekazac w 2008 r.,0,5
zbycie akcja spolka przez osoba pelnic funkcja kierowniczy,0,5
zakup i sprzedaz akcja spolka przez osoba zalezny,0,5
informacja o sprzedaz akcja przez czlonek zarzad,1,5
objecie udzial w podwyzszyc kapital zakladowy spolka thema film sp. z o.o.,1,5
termin publikacja raport okresowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
podwyzszenie kapital zakladowy z spolka,1,5
sprzedaz akcja przez czlonek rad nadzorczy,0,5
transakcja na akcja spolka zawrzec przez osoba pelnic funkcja kierowniczy,1,5
zarejestrowac w kdpw akcja zwykly na okaziciel seria e2 spolka,1,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
sprzedaz akcja przez czlonek rad nadzorczy,0,5
informacja o zarejestrowac akcja w kdpw,0,5
umorzyc akcja wlasny,1,5
transakcja na akcja,1,5
transakcja na akcja,0,5
liczba akcja wprowadzic do obrot gieldowy,1,5
podpisac umowy kredytowy z bank bph z dzien 26 lipiec 2006 r.,0,5
podpisac aneks numer 2 do umowy kredytowy z bank bph,0,5
podjecie decyzja o zamiar polaczenie z tvn 24 sp. z o.o.,0,5
podwyzszenie kapital zakladowy w spolka,1,5
aneks do umowy z freemantle polski sp. z o.o.,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
emisja obligacja,0,5
nabycie akcja wlasny,0,5
znaczacy umowa z iti media group n.v.,1,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno akcja przez czlonek zarzad,0,5
transakcja kupno i sprzedaz akcja przez osoba pelnic funkcja kierowniczy,0,5
sprzedaz akcja przez osoba z kierownictwo,1,5
informacja o laczny kwota przeznaczyc na wyplata dywidenda,1,5
transakcja sprzedaz akcja przez czlonek zarzad spolka,1,5
informacja o sprzedaz akcja spolka,1,5
transakcja sprzedaz akcja,1,5
wybor dziewiec czlonek rad nadzorczy podjac przez zwz,1,5
uchwala podjac przez zwyczajny walny zgromadzenie,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
transakcja sprzedaz akcja spolka,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o zarejestrowac akcja w kdpw,1,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
transakcja zakup akcja,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o oznaczenie kod akcja na okaziciel,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno akcja spolka,0,5
zakup akcja przez czlonek zarzad spolka,1,5
dopuscic i wprowadzenie do obrot gieldowy akcja seria e3,1,5
zamiar zbycie akcja przez jedno z on akcjonariusz,0,5
informacja o zarejestrowac akcja w kdpw,0,5
zmiana wartosc nominalny i liczba akcja spolka,1,5
transakcja zakup akcja przez osoba pelnic funkcja kierowniczy,0,5
uchwala podjac przez nadzwyczajny walny zgromadzenie spolka,0,5
podwyzszenie kapital zakladowy w spolka,1,5
zakup akcja przez osoba z kierownictwo,0,5
informacja o kupno akcja spolka,0,5
transakcja sprzedaz akcja przez czlonek rad nadzorczy,1,5
transakcja kupno akcja spolka,1,5
nabycie udzial spolka mango media sp. z o.o.,0,5
zakonczenie drugie etap program nabycie akcja wlasny,1,5
tresc projekt uchwala na wza w dzien 8 czerwiec 2006 r.,1,5
korekta raport numer 12/2006 z dzien 29 maja 2006 r.,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
zawarcie porozumienie w sprawa nabycie udzial neovision holding b.v.  amsterdam,1,5
transakcja zakup akcja przez czlonek rn oraz podmiot powiazac z rn spolka,1,5
informacja o zbycie akcja,0,5
postepowanie likwidacyjnegpolish television finance corporation b.v.,1,5
transakcja sprzedaz akcja spolka,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja sprzedaz akcja spolka,0,5
transakcja zakup akcja przez podmiot powiazac z czlonek rn,0,5
spelnienie siebie warunek zawieszac znaczacy umowy,0,5
skonsolidowac raport roczny,0,5
transakcja sprzedaz akcja,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja zakup i sprzedaz akcja,0,5
skonsolidowac raport polroczny,1,5
raport okresowy qsr,1,5
korekta prognoza wynik za 2006 r.,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
program nabycie akcja wlasny,0,5
raport okresowy qsr,0,5
rozszerzyc skonsolidowac raport polroczny,0,5
podwyzszenie kapital zakladowy w spolka,0,5
podwyzszenie ocena ratingowy przez agencja moody?s investor services ltd.,0,5
tresc projekt uchwala na nwza w dzien 30 styczen 2007 r.,1,5
informacja o zarejestrowac akcja w kdpw,0,5
data nwza,0,5
transakcja sprzedaz akcjispolki przez podmiot powiazac,0,5
transakcja sprzedaz akcja,0,5
29 grudzien 2006 r.   dzien podzial i oznaczenie akcja,0,5
transakcja kupno akcja spolka,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja kupno akcja spolka,0,5
transakcja sprzedaz akcja przez osoba pelnic funkcja kierowniczy,0,5
zbycie akcja   korekta,0,5
zbycie akcja spolka przez osoba zobowiazana,0,5
transakcja zakup akcja spolka,1,5
transakcja zakup i sprzedaz akcja przez czlonek rad nadzorczy,0,5
informacja o nabycie akcja wlasny,1,5
aktualizacja prognoza wynik 2007 r.,0,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
podwyzszenie kapital zakladowy,0,5
transakcja kupno i sprzedaz akcja przez czlonek zarzad,0,5
informacja o zarejestrowac akcja w kdpw,0,5
transakcja sprzedaz i kupno akcja spolka,0,5
transakcja kupno i sprzedaz akcja przez czlonek zarzad,0,5
transakcja czlonek rn oraz osoba pelnic funkcja kierowniczy,1,5
liczba akcja wprowadzic do obrot gieldowy,0,5
informacja o zarejestrowac akcja seria e1 w kdpw,1,5
informacja o kupno i sprzedaz akcja spolka przez osoba zobowiazana,0,5
podwyzszenie kapital zakladowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o zakup akcja,1,5
transakcja sprzedaz akcja przez czlonek rad nadzorczy,1,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja zakup akcja spolki przez czlonek rad nadzorczy,0,5
raport okresowy qsr,1,5
podwyzszenie kapital zakladowy,0,5
korekta skonsolidowac raport roczny kapitalowy za 2006 r.,0,5
informacja o zarejestrowac akcja seria e1 w kdpw,0,5
potwierdzenie dotychczasowy ocena ratingowy,0,5
korekta raport 151/2007   spelnienie warunek nabycie udzial mango media,0,5
transakcja sprzedaz akcja przez podmiot powiazac z czlonek rn,0,5
raport okresowy qsr,1,5
korekta prognoza niektory wynik za 2006 r.,1,5
transakcja sprzedaz akcja spolka,1,5
korekta raport kwartalne za ii kw. 2006 r.,1,5
zalacznik do plan polaczenie z tvn 24 sp. z o.o.,1,5
transakcja sprzedaz akcja spolka,0,5
podwyzszenie kapital zakladowy,1,5
informacja o zmniejszenie stan posiadac spolka,1,5
informacja o zbycie akcja,0,5
informacja o nabycie oraz zbycie akcja,1,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na wza,1,5
informacja o zarejestrowac akcja w kdpw,1,5
zmiana termin publikacja raport okresowy za 2007r.,1,5
termin publikacja raport okresowy w 2007 r.,1,5
transakcja sprzedaz akcja spolka,0,5
sprzedaz akcja przez podmiot powiazac z czlonek rn,1,5
zakonczenie nabycie 25  udzial plus 1 udzial polski cyfrowy platforma 'n',0,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na w zastepstwie 15 maja 2009 r.,0,5
informacja o zakup akcja oraz o sprzedaz akcja,1,5
zawarcie umowy kredytowy z bank pekao,1,5
liczbia akcja wprowadzic do obrot gieldowy,1,5
zakup akcja przez czlonek rad nadzorczy spolka,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
zawiazac przez onet.pl spolka sunweb,1,5
informacja o zbycie akcja spolka,0,5
transakcja kupno i sprzedaz,0,5
informacja o zarejestrowac akcja w kdpw,0,5
zakup akcja przez czlonek rad nadzorczy,1,5
transakcja sprzedaz akcja,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o zarejestrowac akcja w kdpw,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
uzupelnienie informacja dotyczyc prognoza na rok 2008,0,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,1,5
zmiana w sklad zarzad oraz rezygnacja czlonek rad nadzorczy spolka,0,5
raport okresowy qsr,0,5
aktualizacja prognoza wydatek inwestycyjny na 2009 r.,0,5
skonsolidowac raport polroczny,0,5
warunkowe podwyzszenie kapital zakladowy w spolka,0,5
zastosowanie lad korporacyjny,0,5
termin zawarcie umowy nabycie 100  udzial w onet poland holding b.v.,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informowac,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
prognoza na rok 2005,0,5
raport okresowy qsr,0,5
zawarcie umowy przedwstepniej o powolanie spolka polski operator telewizyjny,1,5
informacja o nabycie oraz zbycie akcja spolka,1,5
uchwala podjac przez zwyczajny walny zgromadzenie,0,5
powolanie nowy czlonek do rad nadzorczy,0,5
zarejestrowac akcja w krajowy depozyt papier wartosciowy,0,5
nabycie akcja wlasny w rama pierwsze etap program nabycie akcja,0,5
informacja o zakup akcja przez czlonek zarzad,1,5
korekta numeracja raport 243/2007 i 244/2007,1,5
informacja o sprzedaz akcja spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
sprzedaz akcja przez czlonek zarzad,1,5
rejestracja przez sad zmiana w statut,1,5
zmiana w oferta zakup akcja spolka,0,5
informacja o zarejestrowac akcja w kdpw,1,5
transakcja kupno akcja,1,5
rozwiazanie umowic najem i zawarcie umowy najem powierzchni biurowy,0,5
zawarcie umowy licencyjny z stowarzyszenie autor zaiks,0,5
zmiana wysoki kwota zabezpieczenie zastaw rejestrowy,0,5
informacja o nabycie akcja wlasny,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
zmiana udzial w ogolny liczba glos,1,5
zbycie akcja przez osoba pelnic w struktura emitent funkcja kierowniczy,0,5
zmiana w sklad zarzad oraz rezygnacja czlonek rad nadzorczy spolka,0,5
raport okresowy qsr,0,5
aktualizacja prognoza wydatek inwestycyjny na 2009 r.,0,5
skonsolidowac raport polroczny,0,5
rejestracja przez sad zmiana w statut,1,5
umorzyc akcja wlasny,1,5
zbycie akcja,0,5
zmiana udzial w ogolny liczba glos,1,5
informacja o dywidenda,1,5
moody's podtrzymywac rating na zmienic poziom,1,5
vabycie prawic do transmisja ligii mistrz w sezon 2009/2010  2010/2011  2011/2012,0,5
akcjonariusz posiadajacy co malo po 5  ogolny liczba glos na w zastepstwie 15 maja 2009 r.,0,5
tresc uchwala podjac przez zwz w dzien 15 maja 2009 r.,0,5
dywidenda 0 57 zloty za akcja zaaprobowac przez zwza,0,5
powolanie czlonek rad nadzorczy,0,5
raport okresowy qsr,1,5
prognoza wydatek inwestycyjny na 2009 r.,1,5
zmiana sklad zarzad,1,5
tresc projekt uchwala na zwz zwolac na dzien 15 maja 2009 r.,0,5
obnizenie rating kredytowy,0,5
data zwza,0,5
pprawozdanie pro forma,0,5
umowa w sprawa zwiekszenie udzial w neovision holding b.v do 51 ,0,5
transakcja na akcja,0,5
zakonczenie drugie etap program nabycie akcja wlasny,1,5
korekta raport kwartalne oraz jednostkowy i skonsolidowac roczny,1,5
informacja o nabycie akcja wlasny,1,5
ramowy porozumienie w sprawa zwiekszenie udzial w neovision holding b.v,1,5
umowa sublicencyjna z iti neovision sp. z o.o.,1,5
nabycie akcja wlasny,0,5
nabycie akcja wlasny,0,5
zawarcie dlugoterminowy umowy o przedluzenie wspolpraca z cyfrowy polsatem,0,5
proponowac wysokosc dywidenda z zysk osiagnac w 2008 r.,1,5
skonsolidowac raport roczny,1,5
raport roczny,1,5
raport okresowy qsr,1,5
informacja o nabycie akcja wlasny,1,5
korekta informacja o zbycie akcja spolka,1,5
informacja o nabycie akcja wlasny,1,5
oglaszac rozpoczecie drugie etap program nabycie akcja wlasny,1,5
termin publikacja raport okresowy,1,5
zakonczenie pierwsze etap program nabycie akcja wlasny,1,5
informacja o nabycie akcja wlasny,1,5
nabycie akcja wlasny,1,5
wykaz raport biezacy i okresowy przekazac w 2008 r.,0,5
zbycie akcja spolka przez osoba pelnic funkcja kierowniczy,0,5
informacja o zbycie akcja,0,5
nabycie akcja wlasny w rama pierwsze etap program nabycie akcja,0,5
umowa z warner bros. international television distribution inc.,0,5
podwyzszenie kapital zakladowy w spolka,0,5
informacja o nabycie akcja wlasny,1,5
informacja o zbycie akcja,0,5
nabycie akcja wlasny,1,5
zawarcie umowy licencyjny z paramount pictures,1,5
informacja o nabycie oraz zbycie akcja spolka,1,5
informacja o nabycie oraz zbycie akcja spolka,0,5
nabycie akcja w rama pierwsze etap program nabycie akcja wlasny,0,5
przeglad rating spolka,0,5
transakcja zakup i sprzedaz akcja przez czlonek rad nadzorczy,0,5
nabycie akcja wlasny,0,5
potwierdzenie dotychczasowy ocena ratingowy,0,5
uzupelnienie informacja dotyczyc korekta prognoza na rok 2008,0,5
program nabycie akcja wlasny   rozpoczecie realizacja,0,5
podwyzszenie kapital zakladowy w spolka,0,5
podwyzszenie prognoza na rok 2008,1,5
tresc projekt uchwala na nwz na 30 pazdziernik 2008 r.,1,5
zawiazac przez onet.pl spolka sunweb,1,5
podwyzszenie kapital zakladowy,1,5
zbycie akcja   korekta,0,5
zbycie akcja spolka przez osoba zobowiazana,0,5
zwolanie nwz spolka,0,5
zbycie akcja przez osoba zobowiazana,1,5
informacja o zbycie akcja spolka,0,5
informacja o nabycie oraz zbycie akcja,1,5
informacja o zbycie akcja spolka,0,5
podwyzszenie kapital zakladowy,0,5
informacja o nabycie oraz zbycie akcja spolka,0,5
zbycie akcja przez osoba pelnic funkcja kierowniczy,0,5
podwyzszenie kapital zakladowy,0,5
informacja o kupno akcja spolka,0,5
transakcja na akcja spolka zawrzec przez osoba zobowiazana,0,5
kupno akcja przez osoba z kierownictwo,0,5
informacja o sprzedaz akcja spolka,1,5
transakcja na akcja,0,5
transakcja na akcja,0,5
informacja o zakup akcja,1,5
program nabycie akcja wlasny,0,5
raport okresowy qsr,0,5
rozszerzyc skonsolidowac raport polroczny,0,5
podwyzszenie kapital zakladowy w spolka,1,5
informacja o sprzedaz akcja spolka,0,5
informacja o zakup akcja,0,5
informacja o zakup akcja oraz o sprzedaz akcja,1,5
zawarcie umowy kredytowy z bank pekao,1,5
podwyzszenie kapital zakladowy w spolka,0,5
zakup i sprzedaz akcja przez osoba pelnic w struktura,0,5
sprzedaz akcja spolka przez osoba pelnic funkcja w struktura emitent,0,5
zakonczenie nabycie 25  udzial plus 1 udzial polski cyfrowy platforma 'n',0,5
informacja o sprzedaz akcja,0,5
emisja obligacja,0,5
zakup i sprzedaz akcja spolka przez osoba zalezny,0,5
transakcja kupno akcja spolka,0,5
informacja o sprzedaz akcja spolka,1,5
podwyzszenie kapital zakladowy,1,5
informacja o sprzedaz akcja spolka,1,5
sprzedaz akcja przez osoba z kierownictwo,1,5
informacja o laczny kwota przeznaczyc na wyplata dywidenda,1,5
informacja o zakup akcja,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o zakupie/sprzedazy akcja,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
informacja o zakup akcja,1,5
program emisja obligacja,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
zakup akcja przez osoba z kierownictwo,1,5
liczbia akcja wprowadzic do obrot gieldowy,1,5
zakup akcja przez czlonek rad nadzorczy spolka,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o zakup akcja,0,5
informowac,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o kupno akcja przez osoba pelnic w struktura spolka,1,5
zawarcie porozumienie w sprawa nabycie udzial neovision holding b.v.  amsterdam,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
akcjonariusz   co malo po 5  na nwza w dzien 9.05.2008 r.,0,5
raport okresowy qsr,1,5
informacja o kupno i sprzedaz akcja,1,5
uchwala podjac przez zwz,0,5
powolanie nowy czlonek do rad nadzorczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
podwyzszenie kapital zakladowy w spolka,1,5
transakcja na akcja zawrzec przez osoba pelnic funkcja kierowniczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
projekt uchwala na zwz zwolac na 9 maja 2008 r.,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
liczba akcja w obrot,1,5
podwyzszenie kapital zakladowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
data zwz,0,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o kupno akcja spolka przez czlonek zarzad,1,5
liczba akcja wprowadzic do obrot,1,5
informacja o kupno akcja spolka przez czlonek zarzad,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
sprzedaz akcja spolka przez osoba pelnic w struktura emitent,0,5
podwyzszenie kapital zakladowy w spolka,0,5
transakcja na akcja,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o sprzedaz akcja przez czlonek zarzad,1,5
zakup akcja przez czlonek zarzad spolka,1,5
dopuscic i wprowadzenie do obrot gieldowy akcja seria e3,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
zakup i sprzedaz akcja przez czlonek zarzad,0,5
informacja o zakup akcja przez czlonek zarzad,1,5
informacja o sprzedaz akcja spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
sprzedaz akcja przez czlonek zarzad,1,5
liczba akcja wprowadzic do obrot,0,5
sprzedaz akcja spolka przez osoba pelnic funkcja kierowniczy,0,5
informacja o zakup akcja spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o zakup akcja,1,5
informacja o kupno i sprzedaz akcja spolka przez osoba zobowiazana,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o przyjecie akcja do kdpw akcja zwykly na okaziciel seria e3,1,5
transakcja sprzedaz akcja przez czlonek rad nadzorczy,1,5
liczba akcja wprowadzic do obrot gieldowy,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
uzupelnienie informacja dotyczyc prognoza na rok 2008,0,5
transakcja zawrzec przez osoba maic dostep do informacja poufny,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja sprzedaz akcja spolka,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
zakup akcja przez osoba z kierownictwo,0,5
informacja o zmniejszenie stan posiadac akcja,1,5
transakcja sprzedaz akcja spolka,1,5
transakcja kupno akcja przez czlonek rad nadzorczy,1,5
sprzedaz akcja przez osoba pelnic funkcja kierowniczy,0,5
korekta raport kwartalne za czwarty kwartal 2007 r.,0,5
prognoza na 2008 r.,0,5
skonsolidowac raport roczny,0,5
raport roczny,0,5
prognoza na 2008 r.,0,5
raport okresowy qsr,0,5
powolanie nowe czlonek rad nadzorczy,0,5
podwyzszenie kapital zakladowy w spolka,0,5
liczba akcja wprowadzic do obrot gieldowy,1,5
termin publikacja raport okresowy w 2008 rok,0,5
podwyzszenie kapital zakladowy w spolka,1,5
informacja o liczba akcja wprowadzic do obrot gieldowy,1,5
rezygnacja czlonek rad nadzorczy,0,5
informacja o liczba akcja wprowadzic do obrot gieldowy,0,5
transakcja sprzedaz akcja,1,5
informacja o dopuscic i wprowadzenie do obrot gieldowy akcja seria c2,1,5
podwyzszenie kapital zakladowy,1,5
raport biezacy i okresowy przekazac do publiczny wiadomosci w 2007 r.,1,5
